id,duration,title,channel,id,viewing,user-id,start,duration,start,duration
,,,,,,1323,0,52,,
,,,,,,1324,1,284,36,1
,,,,,,,,,50,1
,,,,,,,,,64,1
,,,,,,,,,92,1
,,,,,,1166,0,45,,
,,,,,,,47,55,,
,,,,,,,145,4,,
,,,,,,,120,1,,
,,,,,,,92,0,,
,,,,,,,78,13,,
,,,,,,,61,195,,
,,,,,,,272,15,,
,,,,,,,303,1,,
,,,,,,,320,35,,
,,,,,,,370,1,,
,,,,,,,386,33,,
,,,,,,,434,2,,
,,,,,,,451,3,,
,,,,,,,470,2,,
,,,,,,,488,1,,
,,,,,,,504,271,,
,,,,,,,777,0,,
,,,,,,1333,0,40,,
,,,,,,,602,0,,
,,,,,,1334,0,8,,
,,,,,,,285,1,,
,,,,,,,650,3,,
,,,,,,,901,1,,
,,,,,,,1725,0,,
,,,,,,,2222,0,,
,,,,,,1335,1,189,,
,,,,,,,1496,6,,
,,,,,,,2069,5,,
,,,,,,,2380,56,,
,,,,,,,2589,2,,
,,,,,,,2926,11,,
,,,,,,1338,0,1,,
,,,,,,,160,21,,
,,,,,,1342,0,51,21,1
,,,,,,,175,53,177,1
,,,,,,,,,181,1
,,,,,,,,,184,1
,,,,,,,,,185,1
,,,,,,,,,188,1
,,,,,,,,,192,1
,,,,,,,,,195,1
,,,,,,,,,199,1
,,,,,,,,,204,1
,,,,,,,,,212,1
,,,,,,,,,215,1
,,,,,,,,,219,1
,,,,,,,2720,0,,
,,,,,,,2709,21,2717,1
,,,,,,,,,2726,1
,,,,,,1343,1,21,,
,,,,,,1346,1,30,,
,,,,,,,30,3067,,
,,,,,,1347,1,304,,
,,,,,,1303,0,0,,
,,,,,,1348,0,74,,
,,,,,,1351,0,357,,
,,,,,,1376,0,432,72,1
,,,,,,,,,111,1
,,,,,,,,,124,1
,,,,,,,,,179,1
,,,,,,,,,186,1
,,,,,,,,,197,1
,,,,,,,,,200,1
,,,,,,,,,214,1
,,,,,,,,,235,1
,,,,,,,,,248,1
,,,,,,,,,283,1
,,,,,,,,,294,1
,,,,,,,,,313,1
,,,,,,,,,323,1
,,,,,,,,,329,7
,,,,,,,,,343,1
,,,,,,,,,372,1
,,,,,,,,,374,1
,,,,,,,,,376,1
,,,,,,,,,420,1
,,,,,,1390,1,1,,
,,,,,,,186,10,,
,,,,,,1412,0,0,,
BLY0JE6Od08,1509,Multi Language ★ Layered [ASMR] Whispers ★ [Positive Affirmations] [Ear to ear] [layers],The Auracle,UCWTxtx3WtnGKLP89DmGOwVw,,289,0,1509,59,1
,,,,,,289,0,1509,9,30
,,,,,,289,0,1509,16,4
,,,,,,1303,0,64,,
,,,,,,,175,1,,
,,,,,,,167,0,,
,,,,,,,357,0,,
,,,,,,1303,1,43,,
,,,,,,1331,1,0,,
Bo4UlflF3Sk,1791,♕ Grecian After the Battle Care Role-play ♕  ASMR,Cutebunny992 ASMR,UC8HznQu5C61kSH3Q770nRxg,,18,0,1791,614,3
,,,,,,,,,619,4
,,,,,,,,,629,4
,,,,,,,,,636,3
,,,,,,,,,757,11
,,,,,,,,,769,3
,,,,,,,,,773,2
,,,,,,,,,780,2
,,,,,,209,0,1791,1422,19
,,,,,,,,,1451,6
,,,,,,,,,1470,14
,,,,,,,,,1496,14
,,,,,,,,,1529,13
,,,,,,,,,1546,8
,,,,,,,,,1559,5
,,,,,,353,0,1791,155,5
,,,,,,,,,172,6
,,,,,,353,0,1791,1443,2
,,,,,,,,,1451,6
,,,,,,,,,1473,2
,,,,,,,,,1480,2
,,,,,,,,,1520,2
,,,,,,,,,1527,1
bPy-v-Oe59E,1066,"ASMR Hookah Store Roleplay (Softly Spoken, Nail Tapping, Crinkly + Other Sounds)",amalzd,UCpaA4eQJVVtca_U1UKPQouQ,,810,0,1066,97,2
BR1WH6CpvRk,2246,ASMR After The Battle: Sci-Fi Suit Repair Role Play For Relaxation (Binaural) (Reupload),Heather Feather ASMR,UC2eddeJoyByJBjE4CYXwNXQ,,345,0,2246,412,3
,,,,,,,,,425,2
,,,,,,,,,432,4
,,,,,,,,,437,2
,,,,,,,,,442,1
,,,,,,,,,463,2
,,,,,,,,,466,2
,,,,,,,,,478,2
,,,,,,,,,487,9
,,,,,,,,,498,3
,,,,,,,,,514,5
Bv1qmHjYPKw,2713,The Candy Man 1 - Dystopian / Post-Apocalyptic ASMR performance,Ephemeral Rift,UChRV-sCl5Fma4qm_hFpDKBQ,,617,0,2713,11,3
,,,,,,,,,17,6
,,,,,,,,,25,2
,,,,,,,,,58,2
,,,,,,,,,79,1
,,,,,,990,0,2713,57,1
,,,,,,,,,131,1
,,,,,,,,,332,1
C4YQ2GyaE9w,660,Be My Test Bunny? (=^_^=) *CLOSE UP 3D MIC TEST*,TheOneLilium ASMR,UCgh1498DodqqKvZ-FO5bRFg,,11,0,660,41,1
,,,,,,,,,44,2
,,,,,,,,,47,2
,,,,,,,,,67,1
,,,,,,,,,71,1
,,,,,,24,0,660,148,1
,,,,,,,,,150,2
,,,,,,,,,249,4
,,,,,,,,,257,2
,,,,,,,,,281,2
,,,,,,,,,293,5
,,,,,,,,,301,3
,,,,,,40,0,660,42,7
,,,,,,,,,57,6
,,,,,,,,,109,2
,,,,,,,,,245,5
,,,,,,,,,293,4
,,,,,,,,,413,4
,,,,,,,,,500,3
,,,,,,,,,506,3
,,,,,,,,,542,3
,,,,,,,,,578,9
,,,,,,,,,605,1
,,,,,,52,0,660,35,1
,,,,,,,,,40,1
,,,,,,,,,47,1
,,,,,,,,,51,1
,,,,,,,,,53,3
,,,,,,,,,60,3
,,,,,,,,,65,2
,,,,,,,,,73,1
,,,,,,,,,75,1
,,,,,,,,,295,1
,,,,,,,,,482,1
,,,,,,52,0,660,615,1
,,,,,,,,,625,1
,,,,,,61,0,660,7,1
,,,,,,,,,16,1
,,,,,,,,,19,1
,,,,,,,,,35,1
,,,,,,,,,38,1
,,,,,,,,,70,1
,,,,,,,,,93,1
,,,,,,72,0,660,11,1
,,,,,,,,,24,4
,,,,,,,,,227,2
,,,,,,80,0,660,31,2
,,,,,,,,,42,4
,,,,,,,,,60,5
,,,,,,,,,260,3
,,,,,,77,0,660,13,1
,,,,,,,,,33,1
,,,,,,,,,84,1
,,,,,,,,,144,1
,,,,,,,,,162,1
,,,,,,,,,251,1
,,,,,,,,,255,1
,,,,,,,,,296,6
,,,,,,86,0,660,4,16
,,,,,,,,,21,5
,,,,,,,,,80,1
,,,,,,,,,84,7
,,,,,,,,,96,2
,,,,,,,,,128,3
,,,,,,,,,138,14
,,,,,,,,,155,4
,,,,,,,,,175,5
,,,,,,,,,184,6
,,,,,,,,,220,3
,,,,,,,,,235,11
,,,,,,,,,247,37
,,,,,,,,,290,22
,,,,,,,,,328,8
,,,,,,,,,358,3
,,,,,,,,,366,11
,,,,,,,,,415,9
,,,,,,,,,445,3
,,,,,,,,,469,24
,,,,,,,,,495,2
,,,,,,,,,515,9
,,,,,,,,,579,3
,,,,,,,,,586,2
,,,,,,,,,608,1
,,,,,,91,0,660,489,3
,,,,,,92,0,660,39,4
,,,,,,,,,80,2
,,,,,,,,,492,2
,,,,,,,,,584,2
,,,,,,96,0,660,26,2
,,,,,,,,,60,5
,,,,,,,,,97,3
,,,,,,,,,110,4
,,,,,,,,,124,1
,,,,,,,,,136,2
,,,,,,,,,153,9
,,,,,,,,,198,3
,,,,,,,,,248,9
,,,,,,,,,259,4
,,,,,,,,,264,2
,,,,,,,,,268,14
,,,,,,,,,284,2
,,,,,,,,,289,2
,,,,,,,,,294,11
,,,,,,,,,306,3
,,,,,,93,0,660,11,1
,,,,,,,,,61,1
,,,,,,,,,66,1
,,,,,,,,,71,1
,,,,,,,,,76,2
,,,,,,,,,80,2
,,,,,,,,,85,3
,,,,,,,,,220,1
,,,,,,,,,241,2
,,,,,,,,,258,2
,,,,,,112,0,660,15,1
,,,,,,,,,17,1
,,,,,,,,,102,6
,,,,,,114,0,660,20,1
,,,,,,,,,53,1
,,,,,,,,,75,2
,,,,,,,,,83,2
,,,,,,,,,96,3
,,,,,,128,0,660,298,7
,,,,,,129,0,660,49,1
,,,,,,131,0,660,293,18
,,,,,,136,0,660,35,10
,,,,,,,,,48,3
,,,,,,,,,66,4
,,,,,,,,,73,2
,,,,,,,,,93,3
,,,,,,,,,249,9
,,,,,,,,,293,19
,,,,,,,,,484,24
,,,,,,,,,514,59
,,,,,,,,,584,76
,,,,,,142,0,660,294,11
,,,,,,150,0,660,393,3
,,,,,,,,,483,5
,,,,,,1194,0,0,,
,,,,,,,286,31,,
,,,,,,1201,7,6,,
,,,,,,,291,80,,
,,,,,,1261,0,14,,
,,,,,,,18,0,,
,,,,,,,20,10,,
,,,,,,,52,0,,
,,,,,,1331,0,659,,
,,,,,,1338,1,25,,
,,,,,,,28,631,,
,,,,,,1349,1,658,,
,,,,,,1352,0,123,,
,,,,,,1363,,,,
,,,,,,1380,1,658,,
,,,,,,1391,0,17,,
,,,,,,,268,0,,
,,,,,,1434,0,83,,
,,,,,,1436,1,8,,
,,,,,,,19,9,,
,,,,,,,67,1,,
,,,,,,,136,0,,
,,,,,,,207,0,,
,,,,,,,338,0,,
,,,,,,,457,0,,
C6EXqnLSvks,1472,This Video WILL Give You ASMR. ~3D Roleplay~ Soft Spoken and Whispered.,WhispersUnicorn,UCzsipLeHCLiFAB81hfDjnmg,,239,0,1472,292,1
,,,,,,,,,314,2
,,,,,,,,,319,2
,,,,,,,,,409,2
caPd2iEObfo,2184,Tin Foil Hat Society: New Member Welcome (Part 3) [ ASMR ],Ephemeral Rift,UChRV-sCl5Fma4qm_hFpDKBQ,,790,0,2184,1,4
CbFtevW1WQs,1865,Heart Doctor Role Play *With EKG Test and Chest Shaving *ASMR*,Cosmic Tingles ASMR,UCRfjHPn7nS2tpHj58APJZAw,,404,0,1865,30,1
,,,,,,,,,37,1
,,,,,,,,,58,1
,,,,,,,,,76,9
,,,,,,,,,102,24
,,,,,,,,,127,18
,,,,,,,,,149,35
,,,,,,,,,187,43
,,,,,,,,,244,36
,,,,,,,,,283,17
,,,,,,,,,324,40
,,,,,,,,,381,24
,,,,,,616,0,1865,37,9
,,,,,,,,,55,4
,,,,,,,,,125,7
,,,,,,,,,154,4
,,,,,,,,,193,3
,,,,,,,,,218,1
,,,,,,,,,325,1
,,,,,,,,,381,1
,,,,,,616,0,1865,790,3
,,,,,,1261,1,4,,
,,,,,,,13,53,,
,,,,,,,98,3,,
,,,,,,,98,24,,
,,,,,,,128,3,,
,,,,,,,137,1,,
,,,,,,,144,0,,
,,,,,,,155,7,,
,,,,,,,166,5,,
,,,,,,,179,6,,
,,,,,,,191,0,,
,,,,,,,203,5,,
,,,,,,,213,27,,
,,,,,,,257,1,,
,,,,,,,269,0,,
,,,,,,,275,1,,
,,,,,,,287,0,,
,,,,,,,308,13,,
,,,,,,,319,5,,
,,,,,,,335,1,,
,,,,,,,337,21,,
,,,,,,,364,3,,
,,,,,,,373,1,,
,,,,,,,380,0,,
,,,,,,,386,0,,
,,,,,,,378,2,,
,,,,,,,376,0,,
,,,,,,,372,18,,
,,,,,,,396,1,,
,,,,,,,413,0,,
,,,,,,,424,0,,
,,,,,,,430,16,,
,,,,,,,444,2,,
,,,,,,,447,13,,
,,,,,,,472,20,,
,,,,,,,497,3,,
,,,,,,,511,0,,
,,,,,,,522,0,,
,,,,,,,527,0,,
,,,,,,,549,1,,
,,,,,,,558,4,,
,,,,,,,568,0,,
,,,,,,,568,2,,
,,,,,,,571,13,,
,,,,,,,585,5,,
,,,,,,,586,1,,
,,,,,,,593,0,,
,,,,,,,600,0,,
,,,,,,,606,6,,
,,,,,,,624,4,,
,,,,,,,634,1,,
,,,,,,,641,5,,
,,,,,,,651,1,,
,,,,,,,658,0,,
,,,,,,,664,0,,
,,,,,,,670,6,,
,,,,,,,678,1,,
,,,,,,,676,9,,
,,,,,,,692,0,,
,,,,,,,699,9,,
,,,,,,,714,0,,
,,,,,,,730,2,,
,,,,,,,744,1,,
,,,,,,,746,3,,
,,,,,,,746,59,,
,,,,,,,822,130,,
,,,,,,1359,0,1864,,
,,,,,,,0,1,,
,,,,,,,812,4,,
,,,,,,,584,0,,
cKsZ00bMngU,152,DIY Eraser Kit 1 - Let's Make Doughnut shaped Eraser 🍩,RRcherrypie,UCwnro7pVC3fDjVavLT_LAjQ,,381,0,152,6,1
,,,,,,,,,11,1
,,,,,,,,,31,3
,,,,,,,,,49,2
,,,,,,,,,59,1
,,,,,,,,,85,2
,,,,,,,,,132,4
,,,,,,,,,142,8
cLhXWRSpkY0,1119,SoftAnna and Kiki's ASMR Spa + Binaural Multi-Layered Sounds,SoftAnnaPL,UCKmaEQ67Tt0q54sOLSvVJNg,,67,0,1119,24,15
,,,,,,,,,141,11
,,,,,,,,,228,9
clJ9BlO40jY,1780,ASMR Molten chocolate on your ears,ASMRSurge,UCIKOy_q2VWDv1vzeoi7KgNw,,1039,0,1780,830,2
,,,,,,,,,1184,8
,,,,,,,,,1378,6
cNp-zGnDlV4,769,ASMR Beer Tasting,ASMR Muzz,UCIVm4E5oNPLWqN404hfuoxg,,1111,0,769,7,7
,,,,,,,,,33,9
,,,,,,,,,61,4
,,,,,,,,,127,9
,,,,,,,,,169,6
,,,,,,,,,268,7
,,,,,,,,,324,6
,,,,,,,,,434,9
,,,,,,,,,561,2
,,,,,,,,,683,8
,,,,,,,,,751,4
coPKFTqpgJc,2516,3D SPA ROLE PLAY. Binaural ASMR,WhispersUnicorn,UCzsipLeHCLiFAB81hfDjnmg,,39,0,2516,17,1
,,,,,,,,,1047,4
,,,,,,52,0,2516,72,1
,,,,,,,,,74,1
,,,,,,,,,85,1
,,,,,,,,,206,1
,,,,,,,,,252,1
,,,,,,59,0,2516,23,2
,,,,,,,,,59,2
,,,,,,,,,156,2
,,,,,,,,,176,2
,,,,,,,,,616,4
,,,,,,,,,624,3
,,,,,,,,,632,3
,,,,,,,,,643,3
,,,,,,,,,948,2
,,,,,,,,,1008,3
,,,,,,,,,1013,6
,,,,,,,,,1025,2
,,,,,,,,,1034,2
,,,,,,,,,1038,3
,,,,,,95,0,2516,555,22
,,,,,,,,,582,6
,,,,,,,,,589,2
,,,,,,,,,592,4
,,,,,,,,,614,13
,,,,,,,,,632,7
,,,,,,,,,662,2
,,,,,,,,,665,4
,,,,,,,,,672,2
,,,,,,,,,677,2
,,,,,,,,,681,1
,,,,,,,,,683,2
,,,,,,107,0,2516,25,1
,,,,,,,,,47,1
,,,,,,122,0,2516,143,2
,,,,,,,,,160,2
,,,,,,,,,589,2
,,,,,,,,,595,2
,,,,,,,,,602,3
,,,,,,,,,617,3
,,,,,,,,,624,2
,,,,,,,,,630,3
,,,,,,,,,636,4
,,,,,,,,,641,3
,,,,,,,,,652,3
,,,,,,,,,656,3
,,,,,,,,,673,2
,,,,,,,,,736,3
,,,,,,,,,758,2
,,,,,,,,,787,2
,,,,,,,,,800,3
,,,,,,,,,953,2
,,,,,,,,,958,2
,,,,,,,,,971,3
,,,,,,,,,976,2
,,,,,,132,0,2516,5,1
,,,,,,,,,8,2
,,,,,,,,,18,1
,,,,,,,,,50,2
,,,,,,,,,60,2
,,,,,,,,,71,2
,,,,,,,,,79,2
,,,,,,,,,86,2
,,,,,,,,,115,1
,,,,,,,,,122,2
,,,,,,,,,130,2
,,,,,,,,,133,1
,,,,,,,,,139,2
,,,,,,,,,147,2
,,,,,,,,,157,1
,,,,,,,,,203,1
,,,,,,,,,217,1
,,,,,,,,,227,1
,,,,,,,,,256,2
,,,,,,,,,259,6
,,,,,,,,,266,1
,,,,,,,,,268,2
,,,,,,,,,271,1
,,,,,,,,,273,1
,,,,,,,,,278,3
,,,,,,,,,284,3
,,,,,,,,,290,3
,,,,,,,,,294,1
,,,,,,,,,296,2
,,,,,,,,,299,2
,,,,,,,,,303,3
,,,,,,,,,323,1
,,,,,,,,,326,4
,,,,,,,,,334,1
,,,,,,,,,337,2
,,,,,,,,,340,3
,,,,,,,,,358,1
,,,,,,,,,375,1
,,,,,,,,,384,1
,,,,,,,,,406,1
,,,,,,,,,425,1
,,,,,,,,,429,2
,,,,,,,,,441,1
,,,,,,,,,447,2
,,,,,,,,,473,4
,,,,,,,,,481,2
,,,,,,,,,486,3
,,,,,,,,,500,1
,,,,,,,,,505,2
,,,,,,,,,514,2
,,,,,,,,,519,1
,,,,,,,,,536,2
,,,,,,,,,543,1
,,,,,,,,,550,2
,,,,,,,,,556,5
,,,,,,,,,562,4
,,,,,,,,,570,2
,,,,,,,,,575,5
,,,,,,,,,587,4
,,,,,,,,,594,2
,,,,,,,,,600,2
,,,,,,,,,606,2
,,,,,,,,,611,7
,,,,,,,,,623,4
,,,,,,,,,629,4
,,,,,,,,,634,3
,,,,,,,,,657,5
,,,,,,,,,663,2
,,,,,,,,,666,2
,,,,,,,,,672,1
,,,,,,,,,674,2
,,,,,,,,,677,1
,,,,,,,,,685,3
,,,,,,,,,705,3
,,,,,,,,,710,1
,,,,,,,,,724,2
,,,,,,,,,733,2
,,,,,,,,,754,2
,,,,,,203,0,2516,565,2
,,,,,,,,,569,2
,,,,,,,,,580,1
,,,,,,,,,583,2
,,,,,,,,,592,1
,,,,,,,,,620,4
,,,,,,,,,628,2
,,,,,,,,,638,1
,,,,,,,,,660,2
,,,,,,,,,1917,1
,,,,,,217,0,2516,1331,11
,,,,,,239,0,2516,84,2
,,,,,,,,,127,3
,,,,,,,,,135,3
,,,,,,,,,152,2
,,,,,,,,,155,2
,,,,,,,,,490,1
,,,,,,,,,498,2
,,,,,,,,,504,3
,,,,,,329,0,2516,4,4
,,,,,,,,,9,5
,,,,,,,,,16,1
,,,,,,,,,18,3
,,,,,,,,,31,4
,,,,,,,,,41,4
,,,,,,,,,47,3
,,,,,,,,,51,4
,,,,,,,,,122,1
,,,,,,,,,127,2
,,,,,,,,,134,8
,,,,,,,,,144,6
,,,,,,,,,157,4
,,,,,,,,,163,3
,,,,,,,,,168,5
,,,,,,,,,183,4
,,,,,,,,,234,2
,,,,,,,,,239,3
,,,,,,,,,246,2
,,,,,,,,,250,1
,,,,,,,,,261,3
,,,,,,,,,267,2
,,,,,,,,,282,4
,,,,,,,,,289,5
,,,,,,,,,303,2
,,,,,,,,,326,2
,,,,,,,,,331,3
,,,,,,,,,337,4
,,,,,,,,,348,3
,,,,,,,,,356,4
,,,,,,,,,404,3
,,,,,,,,,513,2
,,,,,,,,,529,3
,,,,,,,,,533,2
,,,,,,,,,564,1
,,,,,,,,,573,7
,,,,,,,,,582,2
,,,,,,,,,596,2
,,,,,,,,,601,3
,,,,,,,,,605,2
,,,,,,,,,612,2
,,,,,,,,,619,1
,,,,,,,,,650,2
,,,,,,,,,683,2
,,,,,,,,,689,3
,,,,,,,,,696,1
,,,,,,,,,711,3
,,,,,,360,0,2516,309,1
,,,,,,,,,355,4
,,,,,,,,,453,5
,,,,,,,,,465,3
,,,,,,,,,483,5
,,,,,,,,,505,2
,,,,,,,,,1512,6
,,,,,,384,0,2516,522,13
,,,,,,,,,542,4
,,,,,,,,,551,8
,,,,,,,,,576,13
,,,,,,,,,593,2
,,,,,,,,,609,5
,,,,,,,,,616,3
,,,,,,407,0,2516,427,15
,,,,,,,,,513,12
,,,,,,437,0,2516,27,2
,,,,,,,,,30,1
,,,,,,,,,35,1
,,,,,,,,,39,1
,,,,,,,,,45,1
,,,,,,,,,61,1
,,,,,,,,,63,1
,,,,,,,,,119,1
,,,,,,,,,134,1
,,,,,,,,,141,1
,,,,,,,,,151,1
,,,,,,,,,157,1
,,,,,,,,,162,1
,,,,,,,,,175,1
,,,,,,,,,188,1
,,,,,,,,,237,1
,,,,,,,,,262,1
,,,,,,,,,264,1
,,,,,,,,,267,1
,,,,,,,,,272,1
,,,,,,,,,282,1
,,,,,,,,,331,2
,,,,,,,,,335,1
,,,,,,,,,338,2
,,,,,,,,,342,1
,,,,,,,,,345,1
,,,,,,,,,350,1
,,,,,,,,,353,1
,,,,,,,,,357,1
,,,,,,,,,398,1
,,,,,,,,,429,1
,,,,,,,,,441,1
,,,,,,,,,444,1
,,,,,,,,,456,1
,,,,,,,,,460,1
,,,,,,,,,472,2
,,,,,,,,,476,2
,,,,,,,,,479,1
,,,,,,,,,481,1
,,,,,,,,,514,1
,,,,,,,,,540,1
,,,,,,,,,552,1
,,,,,,,,,581,1
,,,,,,,,,595,1
,,,,,,,,,610,1
,,,,,,,,,621,1
,,,,,,,,,623,1
,,,,,,,,,625,2
,,,,,,,,,629,1
,,,,,,,,,658,1
,,,,,,,,,697,1
,,,,,,,,,704,1
,,,,,,,,,706,1
,,,,,,,,,709,1
,,,,,,,,,713,1
,,,,,,,,,764,1
,,,,,,,,,799,1
,,,,,,,,,808,2
,,,,,,,,,811,1
,,,,,,,,,823,1
,,,,,,,,,831,1
,,,,,,,,,834,1
,,,,,,,,,837,1
,,,,,,,,,846,1
,,,,,,,,,848,1
,,,,,,,,,850,1
,,,,,,,,,853,2
,,,,,,,,,857,1
,,,,,,,,,869,1
,,,,,,,,,872,1
,,,,,,,,,874,2
,,,,,,,,,877,5
,,,,,,,,,886,1
,,,,,,,,,944,1
,,,,,,,,,948,1
,,,,,,,,,1020,1
,,,,,,,,,1048,1
,,,,,,,,,1050,1
,,,,,,,,,1104,1
,,,,,,,,,1107,1
,,,,,,,,,1145,1
,,,,,,,,,1147,1
,,,,,,,,,1149,1
,,,,,,,,,1155,1
,,,,,,,,,1162,1
,,,,,,,,,1164,2
,,,,,,,,,1180,2
,,,,,,,,,1183,1
,,,,,,,,,1197,1
,,,,,,,,,1205,1
,,,,,,,,,1223,1
,,,,,,,,,1225,1
,,,,,,,,,1227,1
,,,,,,,,,1229,1
,,,,,,,,,1231,1
,,,,,,,,,1234,1
,,,,,,,,,1314,1
,,,,,,,,,1322,1
,,,,,,498,0,2516,419,1
,,,,,,,,,424,45
,,,,,,,,,470,33
,,,,,,,,,504,25
,,,,,,,,,557,9
,,,,,,,,,570,1
,,,,,,,,,580,2
,,,,,,,,,660,10
,,,,,,,,,674,10
,,,,,,511,0,2516,7,2
,,,,,,,,,10,2
,,,,,,,,,15,2
,,,,,,,,,20,2
,,,,,,,,,23,2
,,,,,,,,,27,2
,,,,,,,,,36,2
,,,,,,,,,42,2
,,,,,,,,,48,3
,,,,,,,,,57,3
,,,,,,,,,62,2
,,,,,,,,,107,2
,,,,,,,,,171,3
,,,,,,,,,292,2
,,,,,,,,,319,2
,,,,,,,,,381,2
,,,,,,,,,403,2
,,,,,,,,,493,1
,,,,,,,,,500,2
,,,,,,,,,544,2
,,,,,,,,,580,3
,,,,,,,,,609,2
,,,,,,191,0,2516,409,62
,,,,,,532,0,2516,36,4
,,,,,,,,,81,3
,,,,,,,,,136,6
,,,,,,,,,157,2
,,,,,,,,,175,2
,,,,,,,,,183,2
,,,,,,,,,399,1
,,,,,,,,,405,1
,,,,,,,,,576,1
,,,,,,,,,581,3
,,,,,,,,,603,3
,,,,,,,,,616,2
,,,,,,,,,634,10
,,,,,,552,0,2516,1499,14
,,,,,,552,0,2516,1488,24
,,,,,,552,0,2516,1498,15
,,,,,,552,0,2516,1489,44
,,,,,,552,0,2516,1489,10
,,,,,,,,,1500,4
,,,,,,,,,1505,2
,,,,,,,,,1508,2
,,,,,,,,,1511,3
,,,,,,552,0,2516,1489,22
,,,,,,552,0,2516,1492,8
,,,,,,552,0,2516,1488,2
,,,,,,552,0,2516,1488,2
,,,,,,552,0,2516,1488,2
,,,,,,552,0,2516,1488,2
,,,,,,552,0,2516,1488,2
,,,,,,573,0,2516,1500,10
,,,,,,,,,1520,5
,,,,,,181,0,2516,1499,8
,,,,,,,,,1512,3
,,,,,,,,,1516,2
,,,,,,601,0,2516,121,16
,,,,,,,,,150,10
,,,,,,,,,557,32
,,,,,,,,,618,21
,,,,,,,,,1558,9
,,,,,,,,,1569,26
,,,,,,638,0,2516,1505,21
,,,,,,638,0,2516,121,22
,,,,,,597,0,2516,1426,1
,,,,,,,,,1429,1
,,,,,,,,,1435,2
,,,,,,,,,1440,7
,,,,,,,,,1449,3
,,,,,,,,,1457,6
,,,,,,,,,1464,2
,,,,,,,,,1475,2
,,,,,,,,,1478,6
,,,,,,,,,1487,2
,,,,,,,,,1493,5
,,,,,,,,,1500,2
,,,,,,1031,0,2516,1430,8
,,,,,,,,,1480,16
,,,,,,1036,0,2516,1490,5
,,,,,,,,,1506,6
,,,,,,,,,1532,2
,,,,,,1091,0,2516,447,5
,,,,,,,,,486,2
,,,,,,,,,503,6
,,,,,,,,,515,3
,,,,,,,,,528,2
,,,,,,,,,878,5
,,,,,,,,,1305,5
,,,,,,,,,1357,4
,,,,,,,,,1574,3
,,,,,,,,,1744,3
,,,,,,1097,0,2516,1486,1
,,,,,,,,,1516,1
,,,,,,1108,0,2516,40,1
,,,,,,,,,1480,2
,,,,,,,,,1483,1
,,,,,,,,,1486,1
,,,,,,,,,1488,3
,,,,,,,,,1492,2
,,,,,,,,,1585,3
,,,,,,,,,1622,1
,,,,,,,,,1630,1
,,,,,,,,,1703,6
,,,,,,1144,0,2516,26,1
,,,,,,,,,28,6
,,,,,,,,,35,8
,,,,,,,,,71,38
,,,,,,,,,123,3
,,,,,,,,,128,5
,,,,,,,,,147,11
,,,,,,,,,159,1
,,,,,,1146,0,2516,14,1
,,,,,,,,,31,1
,,,,,,,,,36,1
,,,,,,,,,41,1
,,,,,,,,,44,1
,,,,,,,,,48,3
,,,,,,,,,52,2
,,,,,,,,,58,1
,,,,,,,,,60,1
,,,,,,,,,103,1
,,,,,,,,,130,2
,,,,,,,,,1432,1
,,,,,,,,,1440,3
,,,,,,,,,1476,1
,,,,,,,,,1505,1
,,,,,,,,,1515,1
,,,,,,,,,1521,1
,,,,,,1163,0,79,,
,,,,,,,1471,32,,
,,,,,,1250,0,0,,
,,,,,,1324,0,2515,706,1
,,,,,,,,,727,1
,,,,,,,,,1056,1
,,,,,,,,,2055,1
,,,,,,1303,1,42,,
,,,,,,1402,1,33,,
,,,,,,1404,0,8,,
,,,,,,,1275,6,,
,,,,,,,0,0,,
,,,,,,1413,0,0,,
,,,,,,1436,2,11,,
,,,,,,,526,2,,
,,,,,,,1152,0,,
,,,,,,,1771,0,,
Cq7OMxypHj4,3652,Beauregard's Blissful Binaural Brown Box of ASMR Accoutrements,Ephemeral Rift,UChRV-sCl5Fma4qm_hFpDKBQ,,68,0,3652,29,2
,,,,,,,,,48,1
,,,,,,,,,74,1
,,,,,,,,,81,2
,,,,,,,,,90,1
,,,,,,,,,108,1
,,,,,,,,,113,2
,,,,,,,,,117,1
,,,,,,,,,130,2
,,,,,,,,,134,2
,,,,,,,,,165,1
,,,,,,,,,173,1
CQElCQoK3Os,1158,"Personal injury ATTORNEY: Binaural ASMR role play (typing, exam, page turning)",Olivia Kissper,UCtc8gcFs2KXRzpV5iwJA8-w,,425,0,1158,291,1
,,,,,,,,,312,1
,,,,,,,,,355,1
,,,,,,,,,399,1
,,,,,,,,,401,1
,,,,,,,,,409,1
,,,,,,,,,411,1
,,,,,,,,,418,3
,,,,,,,,,438,2
,,,,,,,,,466,1
,,,,,,,,,468,1
,,,,,,,,,497,2
,,,,,,,,,550,1
,,,,,,,,,552,1
,,,,,,,,,568,1
,,,,,,,,,574,2
,,,,,,,,,601,1
CQYKFhkXuh8,1943,[ASMR] Futuristic Robot Service Roleplay,Danny Docile,UCIIqiiLrx6aPQKfdim4UaZg,,649,0,1943,16,1
,,,,,,,,,58,2
,,,,,,,,,148,2
,,,,,,,,,173,2
,,,,,,,,,177,1
,,,,,,,,,201,2
,,,,,,,,,263,2
,,,,,,,,,274,1
,,,,,,,,,321,3
,,,,,,,,,523,2
,,,,,,,,,528,2
,,,,,,,,,738,5
,,,,,,,,,762,1
