id,duration,title,channel,id,viewing,user-id,start,duration,start,duration
,,,,,,,,,61,2
,,,,,,,,,67,16
,,,,,,,,,84,7
,,,,,,,,,93,5
,,,,,,,,,100,4
,,,,,,240,0,982,15,1
,,,,,,,,,21,3
,,,,,,,,,26,3
,,,,,,250,0,982,14,2
,,,,,,,,,18,3
,,,,,,,,,34,2
,,,,,,,,,46,1
,,,,,,,,,49,2
,,,,,,,,,75,3
,,,,,,,,,110,1
,,,,,,,,,191,2
,,,,,,251,0,982,27,2
,,,,,,,,,31,2
,,,,,,,,,37,1
,,,,,,,,,42,1
,,,,,,257,0,982,2,16
,,,,,,,,,20,26
,,,,,,,,,58,13
,,,,,,,,,126,7
,,,,,,,,,456,38
,,,,,,274,0,982,16,2
,,,,,,,,,210,1
,,,,,,,,,461,3
,,,,,,,,,465,4
,,,,,,,,,482,5
,,,,,,277,0,982,484,5
,,,,,,,,,493,4
,,,,,,,,,499,3
,,,,,,278,0,982,8,6
,,,,,,,,,16,70
,,,,,,,,,114,9
,,,,,,,,,137,58
,,,,,,,,,203,3
,,,,,,,,,212,48
,,,,,,,,,264,4
,,,,,,,,,276,21
,,,,,,,,,365,56
,,,,,,279,0,982,2,5
,,,,,,286,0,982,25,2
,,,,,,,,,37,1
,,,,,,,,,50,2
,,,,,,,,,63,4
,,,,,,,,,75,2
,,,,,,,,,82,14
,,,,,,,,,101,12
,,,,,,,,,119,4
,,,,,,,,,125,8
,,,,,,,,,148,12
,,,,,,,,,397,11
,,,,,,,,,412,14
,,,,,,,,,454,13
,,,,,,,,,477,11
,,,,,,,,,501,18
,,,,,,,,,540,5
,,,,,,,,,586,13
,,,,,,290,0,982,482,3
,,,,,,291,0,982,16,1
,,,,,,,,,74,4
,,,,,,,,,114,4
,,,,,,,,,119,5
,,,,,,,,,149,3
,,,,,,,,,159,3
,,,,,,,,,197,2
,,,,,,,,,208,7
,,,,,,,,,221,9
,,,,,,,,,240,7
,,,,,,,,,248,18
,,,,,,,,,271,3
,,,,,,,,,303,12
,,,,,,,,,316,6
,,,,,,,,,325,4
,,,,,,,,,333,2
,,,,,,,,,341,3
,,,,,,,,,385,2
,,,,,,,,,410,4
,,,,,,,,,416,13
,,,,,,,,,451,3
,,,,,,,,,458,8
,,,,,,,,,469,46
,,,,,,,,,537,4
,,,,,,,,,545,9
,,,,,,,,,571,3
,,,,,,294,0,982,70,8
,,,,,,,,,83,5
,,,,,,,,,116,8
,,,,,,,,,144,6
,,,,,,,,,154,5
,,,,,,,,,161,2
,,,,,,,,,164,2
,,,,,,,,,167,2
,,,,,,,,,170,2
,,,,,,,,,173,2
,,,,,,,,,176,7
,,,,,,,,,184,3
,,,,,,305,0,982,11,2
,,,,,,,,,27,2
,,,,,,,,,36,3
,,,,,,,,,45,2
,,,,,,,,,63,2
,,,,,,,,,118,2
,,,,,,309,0,982,272,26
,,,,,,,,,306,10
,,,,,,,,,317,1
,,,,,,,,,320,4
,,,,,,310,0,982,292,4
,,,,,,320,0,982,470,6
,,,,,,326,0,982,6,4
,,,,,,,,,23,6
,,,,,,,,,37,8
,,,,,,,,,306,4
,,,,,,,,,473,6
,,,,,,,,,590,4
,,,,,,,,,599,4
,,,,,,,,,888,4
,,,,,,,,,896,2
,,,,,,334,0,982,19,6
,,,,,,,,,56,6
,,,,,,366,0,982,29,3
,,,,,,,,,37,4
,,,,,,,,,42,3
,,,,,,,,,71,8
,,,,,,,,,108,15
,,,,,,376,0,982,6,2
,,,,,,,,,23,2
,,,,,,,,,28,3
,,,,,,,,,32,2
,,,,,,,,,35,3
,,,,,,,,,41,1
,,,,,,,,,47,5
,,,,,,,,,56,1
,,,,,,,,,83,2
,,,,,,,,,107,2
,,,,,,,,,112,4
,,,,,,,,,123,1
,,,,,,,,,171,3
,,,,,,,,,209,2
,,,,,,,,,227,3
,,,,,,,,,233,3
,,,,,,,,,239,3
,,,,,,,,,261,3
,,,,,,,,,299,6
,,,,,,,,,306,10
,,,,,,,,,317,3
,,,,,,,,,321,12
,,,,,,,,,343,1
,,,,,,,,,375,2
,,,,,,,,,379,1
,,,,,,,,,386,3
,,,,,,,,,392,2
,,,,,,,,,397,13
,,,,,,,,,424,5
,,,,,,,,,432,5
,,,,,,,,,459,7
,,,,,,,,,486,11
,,,,,,,,,498,7
,,,,,,,,,510,2
,,,,,,,,,513,16
,,,,,,,,,561,5
,,,,,,,,,570,7
,,,,,,,,,585,11
,,,,,,,,,621,2
,,,,,,,,,672,3
,,,,,,,,,697,1
,,,,,,,,,749,5
,,,,,,,,,802,3
,,,,,,,,,808,2
,,,,,,,,,819,1
,,,,,,,,,853,2
,,,,,,,,,892,2
,,,,,,,,,925,1
,,,,,,,,,929,1
,,,,,,,,,935,5
,,,,,,,,,949,1
,,,,,,,,,959,1
,,,,,,,,,964,3
,,,,,,,,,969,2
,,,,,,,,,972,3
,,,,,,189,0,982,66,4
,,,,,,,,,86,3
,,,,,,,,,111,3
,,,,,,,,,117,8
,,,,,,,,,136,5
,,,,,,,,,229,20
,,,,,,,,,250,25
,,,,,,,,,307,4
,,,,,,,,,327,2
,,,,,,,,,335,1
,,,,,,,,,375,4
,,,,,,,,,394,11
,,,,,,,,,406,3
,,,,,,,,,415,4
,,,,,,,,,427,4
,,,,,,,,,454,2
,,,,,,,,,457,1
,,,,,,,,,465,2
,,,,,,,,,469,2
,,,,,,,,,475,5
,,,,,,,,,484,25
,,,,,,,,,511,20
,,,,,,,,,536,3
,,,,,,,,,546,3
,,,,,,,,,552,11
,,,,,,,,,566,8
,,,,,,,,,578,24
,,,,,,,,,621,3
,,,,,,,,,645,3
,,,,,,,,,649,2
,,,,,,,,,693,3
,,,,,,,,,719,2
,,,,,,,,,760,3
,,,,,,,,,768,5
,,,,,,,,,780,3
,,,,,,,,,784,3
,,,,,,,,,791,10
,,,,,,,,,804,8
,,,,,,,,,832,4
,,,,,,,,,873,2
,,,,,,295,0,982,6,1
,,,,,,,,,14,1
,,,,,,,,,17,1
,,,,,,,,,20,7
,,,,,,,,,28,1
,,,,,,,,,33,2
,,,,,,,,,38,2
,,,,,,,,,42,4
,,,,,,,,,67,11
,,,,,,,,,79,5
,,,,,,,,,85,4
,,,,,,,,,91,2
,,,,,,,,,94,4
,,,,,,,,,99,2
,,,,,,,,,102,2
,,,,,,,,,105,1
,,,,,,,,,107,3
,,,,,,,,,115,38
,,,,,,,,,154,2
,,,,,,,,,157,5
,,,,,,,,,163,7
,,,,,,,,,171,1
,,,,,,,,,181,2
,,,,,,,,,198,8
,,,,,,,,,208,6
,,,,,,,,,218,6
,,,,,,,,,228,5
,,,,,,,,,234,2
,,,,,,,,,245,6
,,,,,,,,,253,13
,,,,,,,,,269,7
,,,,,,,,,277,23
,,,,,,,,,302,1
,,,,,,,,,320,2
,,,,,,,,,325,4
,,,,,,,,,333,5
,,,,,,,,,343,4
,,,,,,,,,354,2
,,,,,,,,,357,9
,,,,,,,,,367,5
,,,,,,,,,383,4
,,,,,,,,,393,48
,,,,,,394,0,982,22,2
,,,,,,,,,35,1
,,,,,,,,,63,1
,,,,,,,,,67,1
,,,,,,,,,85,2
,,,,,,,,,111,1
,,,,,,,,,128,1
,,,,,,,,,132,1
,,,,,,,,,135,1
,,,,,,395,0,982,31,11
,,,,,,400,0,982,458,9
,,,,,,,,,475,3
,,,,,,408,0,982,488,94
,,,,,,,,,583,26
,,,,,,414,0,982,33,7
,,,,,,,,,43,2
,,,,,,,,,81,4
,,,,,,,,,99,13
,,,,,,,,,117,8
,,,,,,,,,164,4
,,,,,,,,,244,2
,,,,,,,,,270,5
,,,,,,,,,300,16
,,,,,,,,,643,7
,,,,,,,,,660,4
,,,,,,,,,727,3
,,,,,,,,,807,7
,,,,,,,,,827,5
,,,,,,423,0,982,479,5
,,,,,,,,,487,5
,,,,,,,,,499,10
,,,,,,426,0,982,26,2
,,,,,,,,,40,3
,,,,,,,,,45,2
,,,,,,,,,86,3
,,,,,,,,,110,3
,,,,,,,,,117,3
,,,,,,,,,145,3
,,,,,,,,,272,2
,,,,,,,,,415,13
,,,,,,,,,470,9
,,,,,,,,,483,5
,,,,,,,,,493,3
,,,,,,,,,502,2
,,,,,,439,0,982,34,2
,,,,,,,,,38,3
,,,,,,,,,49,1
,,,,,,,,,68,1
,,,,,,,,,115,1
,,,,,,,,,118,1
,,,,,,,,,120,1
,,,,,,,,,458,1
,,,,,,,,,461,1
,,,,,,,,,463,2
,,,,,,440,0,982,32,1
,,,,,,442,0,982,97,8
,,,,,,,,,109,5
,,,,,,,,,117,16
,,,,,,,,,139,2
,,,,,,,,,333,3
,,,,,,,,,397,2
,,,,,,,,,414,6
,,,,,,,,,462,9
,,,,,,,,,489,9
,,,,,,,,,506,2
,,,,,,,,,557,4
,,,,,,,,,587,2
,,,,,,466,0,982,510,33
,,,,,,467,0,982,79,20
,,,,,,,,,100,60
,,,,,,,,,494,117
,,,,,,470,0,982,592,7
,,,,,,,,,604,1
,,,,,,,,,608,1
,,,,,,474,0,982,115,6
,,,,,,484,0,982,46,1
,,,,,,,,,66,1
,,,,,,,,,105,1
,,,,,,,,,124,1
,,,,,,,,,445,1
,,,,,,,,,474,4
,,,,,,485,0,982,32,15
,,,,,,,,,49,5
,,,,,,,,,64,7
,,,,,,,,,86,48
,,,,,,,,,445,115
,,,,,,492,0,982,84,8
,,,,,,,,,93,2
,,,,,,,,,96,2
,,,,,,,,,100,4
,,,,,,,,,105,2
,,,,,,,,,109,3
,,,,,,,,,114,13
,,,,,,,,,435,16
,,,,,,,,,461,3
,,,,,,,,,465,7
,,,,,,,,,479,6
,,,,,,493,0,982,34,3
,,,,,,,,,55,1
,,,,,,,,,104,2
,,,,,,,,,113,2
,,,,,,,,,119,1
,,,,,,,,,148,1
,,,,,,503,0,982,30,1
,,,,,,,,,38,3
,,,,,,,,,42,1
,,,,,,,,,49,2
,,,,,,,,,59,2
,,,,,,,,,65,1
,,,,,,,,,83,2
,,,,,,514,0,982,10,32
,,,,,,,,,43,3
,,,,,,,,,57,14
,,,,,,,,,82,8
,,,,,,,,,93,6
,,,,,,528,0,982,15,1
,,,,,,,,,22,1
,,,,,,,,,38,1
,,,,,,,,,50,1
,,,,,,,,,182,1
,,,,,,,,,396,2
,,,,,,,,,401,3
,,,,,,,,,427,1
,,,,,,,,,483,1
,,,,,,,,,493,1
,,,,,,,,,497,1
,,,,,,,,,504,1
,,,,,,,,,539,2
,,,,,,492,0,982,16,2
,,,,,,,,,25,1
,,,,,,,,,34,1
,,,,,,,,,36,5
,,,,,,,,,44,2
,,,,,,,,,57,1
,,,,,,,,,60,49
,,,,,,,,,113,7
,,,,,,533,0,982,9,1
,,,,,,,,,13,1
,,,,,,,,,39,1
,,,,,,,,,41,1
,,,,,,,,,43,2
,,,,,,535,0,982,32,3
,,,,,,,,,37,3
,,,,,,,,,44,3
,,,,,,,,,55,3
,,,,,,,,,60,1
,,,,,,,,,69,2
,,,,,,,,,80,6
,,,,,,,,,91,1
,,,,,,,,,100,1
,,,,,,,,,107,3
,,,,,,,,,113,12
,,,,,,,,,126,6
,,,,,,,,,135,4
,,,,,,,,,144,7
,,,,,,,,,156,2
,,,,,,,,,177,4
,,,,,,,,,182,4
,,,,,,,,,195,4
,,,,,,,,,204,4
,,,,,,,,,219,2
,,,,,,,,,232,1
,,,,,,,,,245,14
,,,,,,,,,262,5
,,,,,,,,,268,7
,,,,,,,,,279,3
,,,,,,,,,298,4
,,,,,,,,,307,2
,,,,,,,,,354,2
,,,,,,,,,397,8
,,,,,,,,,408,4
,,,,,,,,,413,5
,,,,,,,,,423,5
,,,,,,,,,443,3
,,,,,,,,,452,1
,,,,,,,,,458,14
,,,,,,,,,473,1
,,,,,,,,,495,16
,,,,,,,,,516,7
,,,,,,,,,530,1
,,,,,,,,,536,5
,,,,,,,,,546,1
,,,,,,,,,554,1
,,,,,,,,,564,3
,,,,,,,,,573,5
,,,,,,,,,597,2
,,,,,,,,,611,2
,,,,,,539,0,982,4,13
,,,,,,,,,449,25
,,,,,,548,0,982,39,2
,,,,,,,,,43,2
,,,,,,,,,46,1
,,,,,,,,,231,2
,,,,,,,,,242,4
,,,,,,,,,254,2
,,,,,,,,,487,12
,,,,,,,,,508,3
,,,,,,,,,513,2
,,,,,,,,,541,3
,,,,,,,,,545,3
,,,,,,,,,550,2
,,,,,,,,,565,3
,,,,,,,,,796,2
,,,,,,550,0,982,450,1
,,,,,,,,,459,1
,,,,,,,,,465,2
,,,,,,,,,476,2
,,,,,,,,,485,2
,,,,,,,,,489,2
,,,,,,,,,492,4
,,,,,,,,,498,1
,,,,,,,,,506,1
,,,,,,,,,535,1
,,,,,,556,0,982,26,1
,,,,,,,,,29,1
,,,,,,,,,455,1
,,,,,,,,,527,1
,,,,,,564,0,982,20,2
,,,,,,,,,28,2
,,,,,,,,,38,4
,,,,,,,,,44,2
,,,,,,,,,49,2
,,,,,,,,,96,2
,,,,,,,,,100,7
,,,,,,,,,108,3
,,,,,,,,,114,6
,,,,,,,,,123,11
,,,,,,,,,156,6
,,,,,,,,,194,2
,,,,,,,,,248,2
,,,,,,,,,392,2
,,,,,,,,,398,1
,,,,,,,,,458,10
,,,,,,,,,469,18
,,,,,,,,,492,2
,,,,,,,,,508,2
,,,,,,572,0,982,81,3
,,,,,,,,,103,6
,,,,,,,,,256,3
,,,,,,,,,308,3
,,,,,,,,,335,2
,,,,,,,,,538,2
,,,,,,576,0,982,459,2
,,,,,,,,,492,11
,,,,,,,,,504,27
,,,,,,,,,557,4
,,,,,,,,,562,6
,,,,,,,,,571,2
,,,,,,,,,682,2
,,,,,,,,,686,4
,,,,,,,,,693,4
,,,,,,,,,709,3
,,,,,,,,,743,2
,,,,,,,,,750,2
,,,,,,,,,763,18
,,,,,,,,,789,3
,,,,,,,,,802,5
,,,,,,,,,836,2
,,,,,,,,,840,3
,,,,,,,,,849,17
,,,,,,,,,886,4
,,,,,,,,,896,4
,,,,,,,,,924,2
,,,,,,,,,928,8
,,,,,,,,,938,4
,,,,,,584,0,982,6,14
,,,,,,,,,36,13
,,,,,,,,,440,33
,,,,,,,,,481,17
,,,,,,590,0,982,114,7
,,,,,,,,,124,1
,,,,,,,,,127,1
,,,,,,,,,130,1
,,,,,,,,,133,1
,,,,,,592,0,982,612,17
,,,,,,,,,631,1
,,,,,,594,0,982,29,2
,,,,,,,,,43,2
,,,,,,,,,67,3
,,,,,,,,,74,3
,,,,,,,,,91,5
,,,,,,,,,117,11
,,,,,,,,,132,2
,,,,,,,,,257,2
,,,,,,,,,262,4
,,,,,,,,,272,3
,,,,,,,,,292,4
,,,,,,,,,492,3
,,,,,,,,,499,2
,,,,,,,,,503,1
,,,,,,,,,538,8
,,,,,,,,,547,2
,,,,,,,,,554,5
,,,,,,,,,571,2
,,,,,,,,,574,2
,,,,,,,,,582,3
,,,,,,,,,586,9
,,,,,,609,0,982,19,4
,,,,,,,,,25,4
,,,,,,,,,31,14
,,,,,,,,,46,14
,,,,,,,,,83,5
,,,,,,,,,100,4
,,,,,,,,,108,7
,,,,,,,,,117,19
,,,,,,,,,138,5
,,,,,,,,,157,3
,,,,,,,,,181,3
,,,,,,,,,200,2
,,,,,,,,,203,3
,,,,,,,,,207,1
,,,,,,,,,225,2
,,,,,,,,,229,2
,,,,,,,,,246,3
,,,,,,,,,272,3
,,,,,,,,,355,6
,,,,,,,,,387,1
,,,,,,,,,410,13
,,,,,,,,,426,14
,,,,,,,,,443,17
,,,,,,,,,490,8
,,,,,,,,,505,4
,,,,,,615,0,982,236,19
,,,,,,,,,264,8
,,,,,,,,,280,16
,,,,,,624,0,982,0,1
,,,,,,,,,119,2
,,,,,,,,,234,3
,,,,,,,,,239,4
,,,,,,,,,245,3
,,,,,,,,,284,2
,,,,,,,,,304,49
,,,,,,,,,366,6
,,,,,,,,,421,5
,,,,,,,,,453,6
,,,,,,,,,475,176
,,,,,,625,0,982,89,5
,,,,,,,,,101,11
,,,,,,,,,118,3
,,,,,,,,,123,10
,,,,,,,,,134,1
,,,,,,,,,138,2
,,,,,,,,,215,2
,,,,,,,,,245,2
,,,,,,627,0,982,10,2
,,,,,,,,,15,3
,,,,,,,,,19,4
,,,,,,632,0,982,387,76
,,,,,,,,,489,24
,,,,,,,,,531,78
,,,,,,644,0,982,97,5
,,,,,,,,,121,4
,,,,,,,,,168,2
,,,,,,648,0,982,39,2
,,,,,,,,,54,3
,,,,,,,,,64,1
,,,,,,,,,68,5
,,,,,,,,,76,4
,,,,,,,,,83,4
,,,,,,,,,90,2
,,,,,,,,,112,1
,,,,,,,,,116,6
,,,,,,,,,124,9
,,,,,,,,,135,2
,,,,,,,,,226,1
,,,,,,,,,242,3
,,,,,,,,,258,2
,,,,,,,,,262,4
,,,,,,,,,271,3
,,,,,,,,,277,2
,,,,,,,,,291,2
,,,,,,,,,327,1
,,,,,,,,,410,2
,,,,,,,,,413,3
,,,,,,,,,419,9
,,,,,,,,,463,4
,,,,,,,,,472,3
,,,,,,,,,481,9
,,,,,,,,,496,2
,,,,,,,,,581,2
,,,,,,,,,588,2
,,,,,,,,,620,11
,,,,,,,,,652,2
,,,,,,,,,793,1
,,,,,,,,,871,2
,,,,,,,,,888,4
,,,,,,,,,894,7
,,,,,,,,,902,4
,,,,,,,,,973,3
,,,,,,658,0,982,15,5
,,,,,,,,,26,4
,,,,,,,,,33,9
,,,,,,665,0,982,341,3
,,,,,,,,,352,25
,,,,,,,,,413,5
,,,,,,,,,440,1
,,,,,,,,,469,28
,,,,,,,,,499,4
,,,,,,668,0,982,300,25
,,,,,,,,,333,7
,,,,,,,,,348,14
,,,,,,,,,395,9
,,,,,,,,,418,18
,,,,,,,,,775,4
,,,,,,,,,796,19
,,,,,,,,,877,26
,,,,,,,,,928,29
,,,,,,688,0,982,10,1
,,,,,,,,,14,1
,,,,,,,,,22,1
,,,,,,,,,33,2
,,,,,,,,,38,2
,,,,,,,,,43,2
,,,,,,,,,56,1
,,,,,,,,,58,3
,,,,,,,,,64,6
,,,,,,,,,75,4
,,,,,,,,,82,2
,,,,,,,,,86,3
,,,,,,,,,94,1
,,,,,,,,,100,4
,,,,,,,,,111,1
,,,,,,,,,114,4
,,,,,,,,,126,2
,,,,,,,,,133,1
,,,,,,700,0,982,15,3
,,,,,,,,,33,3
,,,,,,,,,38,3
,,,,,,,,,50,2
,,,,,,,,,57,3
,,,,,,,,,81,3
,,,,,,,,,85,4
,,,,,,701,0,982,24,2
,,,,,,,,,33,6
,,,,,,,,,41,1
,,,,,,,,,51,1
,,,,,,,,,66,3
,,,,,,,,,73,3
,,,,,,,,,77,2
,,,,,,,,,116,2
,,,,,,706,0,982,102,4
,,,,,,,,,115,12
,,,,,,,,,132,4
,,,,,,,,,469,10
,,,,,,708,0,982,19,3
,,,,,,299,0,982,16,4
,,,,,,,,,38,3
,,,,,,,,,49,2
,,,,,,,,,116,1
,,,,,,,,,254,5
,,,,,,,,,291,2
,,,,,,,,,294,2
,,,,,,,,,306,2
,,,,,,,,,493,1
,,,,,,,,,501,1
,,,,,,714,0,982,117,1
,,,,,,,,,133,1
,,,,,,722,0,982,393,2
,,,,,,,,,396,2
,,,,,,,,,399,2
,,,,,,723,0,982,29,23
,,,,,,,,,78,6
,,,,,,,,,89,4
,,,,,,,,,255,4
,,,,,,,,,269,4
,,,,,,683,0,982,26,1
,,,,,,,,,40,1
,,,,,,,,,65,1
,,,,,,,,,140,1
,,,,,,,,,156,1
,,,,,,,,,233,1
,,,,,,,,,262,1
,,,,,,,,,268,1
,,,,,,,,,281,1
,,,,,,,,,293,1
,,,,,,,,,392,1
,,,,,,,,,405,1
,,,,,,,,,418,1
,,,,,,,,,459,1
,,,,,,,,,465,1
,,,,,,,,,474,1
,,,,,,,,,541,1
,,,,,,,,,549,1
,,,,,,,,,559,3
,,,,,,,,,637,1
,,,,,,,,,642,1
,,,,,,,,,645,1
,,,,,,729,0,982,38,2
,,,,,,,,,49,3
,,,,,,,,,102,35
,,,,,,,,,158,5
,,,,,,,,,254,5
,,,,,,,,,260,5
,,,,,,,,,270,13
,,,,,,,,,293,5
,,,,,,,,,307,3
,,,,,,,,,484,52
,,,,,,,,,537,5
,,,,,,,,,597,1
,,,,,,,,,599,8
,,,,,,,,,975,2
,,,,,,,,,978,2
,,,,,,734,0,982,65,4
,,,,,,,,,457,12
,,,,,,740,0,982,74,2
,,,,,,,,,88,3
,,,,,,,,,101,11
,,,,,,,,,140,16
,,,,,,,,,159,4
,,,,,,,,,417,8
,,,,,,,,,464,9
,,,,,,,,,497,5
,,,,,,,,,503,4
,,,,,,,,,527,4
,,,,,,,,,535,6
,,,,,,,,,554,3
,,,,,,,,,760,3
,,,,,,,,,807,4
,,,,,,,,,861,5
,,,,,,752,0,982,14,4
,,,,,,,,,33,12
,,,,,,,,,68,9
,,,,,,,,,217,9
,,,,,,,,,232,4
,,,,,,,,,253,45
,,,,,,,,,306,5
,,,,,,,,,319,4
,,,,,,,,,327,9
,,,,,,,,,341,8
,,,,,,,,,391,34
,,,,,,753,0,982,583,6
,,,,,,,,,602,9
,,,,,,,,,648,7
,,,,,,,,,668,2
,,,,,,,,,671,4
,,,,,,,,,719,3
,,,,,,,,,769,4
,,,,,,,,,777,2
,,,,,,,,,808,14
,,,,,,,,,825,1
,,,,,,,,,894,15
,,,,,,,,,911,8
,,,,,,,,,977,2
,,,,,,758,0,982,20,2
,,,,,,,,,28,2
,,,,,,,,,34,1
,,,,,,,,,39,3
,,,,,,,,,46,1
,,,,,,762,0,982,105,3
,,,,,,,,,117,5
,,,,,,,,,133,3
,,,,,,,,,144,9
,,,,,,,,,166,4
,,,,,,,,,192,5
,,,,,,,,,220,2
,,,,,,766,0,982,40,2
,,,,,,,,,44,4
,,,,,,,,,50,2
,,,,,,769,0,982,52,1
,,,,,,,,,383,2
,,,,,,,,,411,3
,,,,,,,,,430,1
,,,,,,,,,487,1
,,,,,,781,0,982,430,2
,,,,,,,,,442,1
,,,,,,,,,454,1
,,,,,,,,,482,4
,,,,,,,,,490,26
,,,,,,,,,517,25
,,,,,,,,,555,3
,,,,,,794,0,982,38,1
,,,,,,,,,40,2
,,,,,,,,,64,8
,,,,,,,,,74,2
,,,,,,,,,82,1
,,,,,,,,,85,1
,,,,,,,,,89,2
,,,,,,,,,102,1
,,,,,,,,,107,4
,,,,,,,,,115,1
,,,,,,,,,117,1
,,,,,,,,,136,1
,,,,,,,,,396,3
,,,,,,,,,400,1
,,,,,,,,,404,1
,,,,,,,,,417,2
,,,,,,,,,420,2
,,,,,,,,,432,1
,,,,,,,,,467,1
,,,,,,,,,469,1
,,,,,,,,,471,1
,,,,,,,,,473,5
,,,,,,,,,484,4
,,,,,,,,,491,2
,,,,,,,,,551,2
,,,,,,,,,555,6
,,,,,,,,,605,3
,,,,,,,,,656,3
,,,,,,812,0,982,3,1
,,,,,,,,,14,4
,,,,,,,,,20,4
,,,,,,,,,34,13
,,,,,,,,,49,13
,,,,,,,,,65,83
,,,,,,,,,153,18
,,,,,,,,,179,6
,,,,,,,,,189,13
,,,,,,,,,210,4
,,,,,,,,,217,6
,,,,,,,,,226,10
,,,,,,,,,240,4
,,,,,,,,,246,3
,,,,,,,,,252,7
,,,,,,,,,261,13
,,,,,,,,,285,11
,,,,,,,,,304,8
,,,,,,,,,314,8
,,,,,,,,,327,10
,,,,,,,,,341,5
,,,,,,,,,353,30
,,,,,,812,0,982,3,1
,,,,,,,,,14,4
,,,,,,,,,20,4
,,,,,,,,,34,13
,,,,,,,,,49,13
,,,,,,,,,65,83
,,,,,,,,,153,18
,,,,,,,,,179,6
,,,,,,,,,189,13
,,,,,,,,,210,4
,,,,,,,,,217,6
,,,,,,,,,226,10
,,,,,,,,,240,4
,,,,,,,,,246,3
,,,,,,,,,252,7
,,,,,,,,,261,13
,,,,,,,,,285,11
,,,,,,,,,304,8
,,,,,,,,,314,8
,,,,,,,,,327,10
,,,,,,,,,341,5
,,,,,,,,,353,30
,,,,,,815,0,982,105,14
,,,,,,,,,462,1
,,,,,,,,,464,3
,,,,,,,,,481,8
,,,,,,,,,490,12
,,,,,,816,0,982,253,4
,,,,,,,,,413,2
,,,,,,,,,452,2
,,,,,,,,,535,3
,,,,,,,,,549,2
,,,,,,,,,681,2
,,,,,,,,,760,1
,,,,,,,,,778,2
,,,,,,,,,792,3
,,,,,,823,0,982,14,2
,,,,,,,,,29,3
,,,,,,,,,33,1
,,,,,,,,,42,1
,,,,,,,,,62,3
,,,,,,,,,112,1
,,,,,,,,,135,3
,,,,,,,,,156,1
,,,,,,,,,386,2
,,,,,,,,,392,2
,,,,,,,,,480,1
,,,,,,,,,492,2
,,,,,,855,0,982,27,9
,,,,,,,,,104,6
,,,,,,,,,453,6
,,,,,,,,,482,4
,,,,,,,,,492,4
,,,,,,,,,505,4
,,,,,,867,0,982,51,1
,,,,,,,,,410,3
,,,,,,,,,435,1
,,,,,,,,,441,9
,,,,,,,,,453,13
,,,,,,,,,468,62
,,,,,,,,,533,37
,,,,,,,,,578,37
,,,,,,,,,639,6
,,,,,,910,0,982,3,4
,,,,,,,,,10,2
,,,,,,,,,15,2
,,,,,,,,,20,3
,,,,,,,,,34,1
,,,,,,,,,54,3
,,,,,,,,,61,6
,,,,,,,,,82,3
,,,,,,,,,94,3
,,,,,,,,,100,12
,,,,,,,,,114,8
,,,,,,,,,124,2
,,,,,,,,,443,6
,,,,,,,,,472,18
,,,,,,,,,493,3
,,,,,,912,0,982,35,11
,,,,,,,,,471,78
,,,,,,,,,565,44
,,,,,,923,0,982,11,1
,,,,,,,,,15,5
,,,,,,,,,63,1
,,,,,,,,,65,17
,,,,,,,,,96,3
,,,,,,,,,218,7
,,,,,,,,,229,1
,,,,,,,,,231,25
,,,,,,,,,257,1
,,,,,,,,,531,17
,,,,,,,,,554,12
,,,,,,927,0,982,10,2
,,,,,,,,,17,1
,,,,,,,,,19,2
,,,,,,,,,24,1
,,,,,,,,,28,2
,,,,,,,,,33,2
,,,,,,,,,37,2
,,,,,,,,,44,1
,,,,,,,,,66,4
,,,,,,,,,72,3
,,,,,,,,,78,2
,,,,,,,,,84,4
,,,,,,,,,91,2
,,,,,,,,,96,1
,,,,,,,,,100,5
,,,,,,,,,106,5
,,,,,,,,,115,7
,,,,,,,,,124,2
,,,,,,,,,129,4
,,,,,,,,,490,3
,,,,,,928,0,982,8,24
,,,,,,,,,687,1
,,,,,,,,,689,9
,,,,,,,,,699,4
,,,,,,944,0,982,272,2
,,,,,,,,,280,2
,,,,,,,,,291,2
,,,,,,,,,294,2
,,,,,,,,,328,1
,,,,,,,,,332,3
,,,,,,,,,410,7
,,,,,,,,,418,5
,,,,,,,,,424,1
,,,,,,,,,426,11
,,,,,,,,,438,4
,,,,,,,,,443,5
,,,,,,,,,463,1
,,,,,,,,,465,1
,,,,,,,,,469,6
,,,,,,,,,476,4
,,,,,,,,,481,5
,,,,,,,,,487,3
,,,,,,,,,491,16
,,,,,,945,0,982,7,20
,,,,,,947,0,982,5,2
,,,,,,,,,13,2
,,,,,,,,,16,1
,,,,,,,,,18,2
,,,,,,961,0,982,43,2
,,,,,,,,,59,2
,,,,,,,,,104,3
,,,,,,,,,115,5
,,,,,,,,,133,10
,,,,,,,,,148,1
,,,,,,,,,204,2
,,,,,,,,,209,3
,,,,,,,,,213,5
,,,,,,,,,225,4
,,,,,,,,,232,4
,,,,,,,,,242,8
,,,,,,,,,459,9
,,,,,,,,,505,5
,,,,,,,,,586,6
,,,,,,968,0,982,17,1
,,,,,,,,,34,1
,,,,,,,,,38,4
,,,,,,,,,50,1
,,,,,,,,,67,1
,,,,,,,,,69,2
,,,,,,,,,89,1
,,,,,,,,,91,1
,,,,,,,,,97,1
,,,,,,,,,102,1
,,,,,,,,,136,1
